Longitude (x),Latitude (y),Year,Month,Day,Time,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather,Is Row Missing Value,% Of Dataset That Contains Missing Values
-79.4,43.63,2020,8,16,09:00:00,22.5,18.6,78,18,8,16.1,100.52,No Precipitation or Fog,,
-79.4,43.63,2020,8,16,10:00:00,22.6,18.5,78,,4,16.1,100.54,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,8,16,11:00:00,23.5,18.2,72,12,5,16.1,100.54,No Precipitation or Fog,,
-79.4,43.63,2020,8,16,12:00:00,22.2,18.6,80,16,11,14.5,100.53,Rain,,
-79.4,43.63,2020,8,16,13:00:00,22.5,18.7,79,19,9,16.1,100.4,No Precipitation or Fog,,
-79.4,43.63,2020,8,16,14:00:00,23.8,18.6,72,11,13,16.1,100.27,No Precipitation or Fog,,
-79.4,43.63,2020,8,16,15:00:00,23.4,17.7,70,28,8,16.1,100.35,No Precipitation or Fog,,
-79.4,43.63,2020,8,16,16:00:00,24.9,18,65,,4,16.1,100.33,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,8,16,17:00:00,24,18.3,70,13,9,16.1,100.27,No Precipitation or Fog,,
-79.4,43.63,2020,8,16,18:00:00,23.2,18.6,75,11,9,16.1,100.24,No Precipitation or Fog,,
-79.4,43.63,2020,8,16,19:00:00,22.9,19.4,80,,4,16.1,100.3,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,8,16,20:00:00,23.1,17.7,71,33,9,16.1,100.31,No Precipitation or Fog,,
-79.4,43.63,2020,8,16,21:00:00,21.5,19.5,88,8,9,16.1,100.34,No Precipitation or Fog,,
-79.4,43.63,2020,8,16,22:00:00,21.1,19.1,88,6,5,16.1,100.35,No Precipitation or Fog,,
-79.4,43.63,2020,8,16,23:00:00,20.9,18.9,88,8,9,16.1,100.33,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,00:00:00,20.6,18.8,89,10,4,16.1,100.34,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,01:00:00,20.3,18.5,89,33,8,16.1,100.33,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,02:00:00,19.5,16.7,84,32,13,16.1,100.33,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,03:00:00,18.8,16.6,87,33,15,16.1,100.33,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,04:00:00,18.5,16.5,88,33,9,16.1,100.29,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,05:00:00,17.7,15.9,89,31,13,16.1,100.33,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,06:00:00,17.8,15.5,86,31,11,16.1,100.36,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,07:00:00,19.1,15.4,79,30,9,16.1,100.41,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,08:00:00,21,15.2,69,30,13,16.1,100.39,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,09:00:00,22.5,16.3,68,24,11,16.1,100.37,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,10:00:00,23.2,17,68,21,17,16.1,100.39,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,11:00:00,22.3,18.2,77,19,15,16.1,100.36,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,12:00:00,23.9,19.3,75,19,17,16.1,100.3,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,13:00:00,24.9,17,61,18,18,16.1,100.22,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,14:00:00,22,17.5,75,19,28,16.1,100.19,Rain,,
-79.4,43.63,2020,8,17,15:00:00,17.7,16.5,93,13,9,14.5,100.35,Rain,,
-79.4,43.63,2020,8,17,16:00:00,19,17,88,14,9,16.1,100.33,Rain,,
-79.4,43.63,2020,8,17,17:00:00,20.8,17.5,81,18,13,16.1,100.3,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,18:00:00,20.8,17.6,82,20,13,16.1,100.24,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,19:00:00,20.4,17.5,83,23,15,16.1,100.29,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,20:00:00,20.6,17.8,84,24,8,16.1,100.29,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,21:00:00,20.1,17.9,87,29,9,16.1,100.23,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,22:00:00,20.4,16.3,77,29,13,16.1,100.24,No Precipitation or Fog,,
-79.4,43.63,2020,8,17,23:00:00,20.1,15.2,73,31,13,16.1,100.23,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,00:00:00,19.8,14.9,73,30,15,16.1,100.24,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,01:00:00,18.8,14.8,77,29,9,16.1,100.23,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,02:00:00,18.5,14.3,76,31,17,16.1,100.19,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,03:00:00,18.2,13.8,75,31,13,16.1,100.17,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,04:00:00,17.9,13.7,76,30,17,16.1,100.17,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,05:00:00,17.6,13.4,76,31,17,16.1,100.21,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,06:00:00,17.2,13.6,79,31,13,16.1,100.24,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,07:00:00,18.1,14.2,78,32,11,16.1,100.28,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,08:00:00,19.5,14.5,72,31,17,16.1,100.31,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,09:00:00,21.2,14.4,65,28,8,16.1,100.34,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,10:00:00,22.4,13.5,57,31,15,16.1,100.34,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,11:00:00,23.8,12.4,48,29,18,16.1,100.33,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,12:00:00,23.1,13.7,55,32,17,16.1,100.32,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,13:00:00,21,14.5,66,30,24,16.1,100.34,Moderate Rain,,
-79.4,43.63,2020,8,18,14:00:00,24.3,11.9,45,29,9,16.1,100.29,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,15:00:00,24.9,12.4,45,27,13,16.1,100.28,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,16:00:00,21.8,11.6,52,35,18,16.1,100.29,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,17:00:00,22.9,11.4,48,34,21,16.1,100.3,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,18:00:00,22.3,10.3,46,32,13,16.1,100.34,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,19:00:00,20.6,9,47,32,17,16.1,100.42,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,20:00:00,19.4,10.3,55,32,22,16.1,100.49,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,21:00:00,18.7,11,60,32,15,16.1,100.55,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,22:00:00,18.1,11,63,33,11,16.1,100.56,No Precipitation or Fog,,
-79.4,43.63,2020,8,18,23:00:00,17.5,11.2,66,32,8,16.1,100.57,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,00:00:00,16.7,11.1,69,32,8,16.1,100.59,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,01:00:00,16.2,11,71,31,9,16.1,100.59,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,02:00:00,15.6,10.8,73,33,13,16.1,100.59,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,03:00:00,15.4,10.8,74,33,13,16.1,100.59,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,04:00:00,14.8,10.9,77,32,13,16.1,100.59,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,05:00:00,14.9,11,77,33,15,16.1,100.62,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,06:00:00,14.9,11,77,33,13,16.1,100.68,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,07:00:00,16.9,11,68,34,9,16.1,100.73,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,08:00:00,18.9,10.6,58,34,13,16.1,100.78,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,09:00:00,20.4,10,51,34,17,16.1,100.8,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,10:00:00,20.4,9.5,49,,5,16.1,100.82,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,8,19,11:00:00,21,9.9,49,,4,16.1,100.83,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,8,19,12:00:00,22.4,9.1,42,32,15,16.1,100.84,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,13:00:00,22.8,7,36,33,18,16.1,100.81,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,14:00:00,23,8.6,39,33,11,16.1,100.79,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,15:00:00,23.3,8.8,39,1,17,16.1,100.75,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,16:00:00,23,8.9,40,36,11,16.1,100.7,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,17:00:00,22.8,9.3,42,36,8,16.1,100.72,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,18:00:00,22.2,9.8,45,34,9,16.1,100.74,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,19:00:00,20.9,9.5,48,35,11,16.1,100.76,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,20:00:00,20.2,8,45,36,15,16.1,100.82,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,21:00:00,19.5,6.3,42,35,11,16.1,100.86,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,22:00:00,19,6.9,45,34,9,16.1,100.85,No Precipitation or Fog,,
-79.4,43.63,2020,8,19,23:00:00,18.6,7.8,49,34,8,16.1,100.84,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,00:00:00,16.2,10.3,68,,0,16.1,100.89,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,8,20,01:00:00,15.1,10,71,,0,16.1,100.88,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,8,20,02:00:00,14.3,10.1,76,,0,16.1,100.86,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,8,20,03:00:00,16,9.7,66,34,5,16.1,100.86,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,04:00:00,16.1,9.8,66,33,8,16.1,100.87,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,05:00:00,15.7,9.9,68,34,5,16.1,100.85,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,06:00:00,14.9,10.6,75,,4,16.1,100.86,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,8,20,07:00:00,17.3,11.3,67,30,8,16.1,100.88,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,08:00:00,19.4,11.3,59,,4,16.1,100.87,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,8,20,09:00:00,19.5,11.6,60,22,8,16.1,100.87,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,10:00:00,20.6,14.8,69,19,13,16.1,100.83,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,11:00:00,22.2,15,63,18,17,16.1,100.79,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,12:00:00,23.1,15.5,62,18,18,11.3,100.7,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,13:00:00,24.2,16.4,61,19,22,16.1,100.62,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,14:00:00,24.4,16.4,60,18,24,16.1,100.47,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,15:00:00,24.9,16.9,61,19,21,16.1,100.45,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,16:00:00,24.6,18.5,69,19,22,16.1,100.39,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,17:00:00,24,17.7,67,20,32,16.1,100.35,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,18:00:00,23.4,17.5,69,20,30,16.1,100.31,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,19:00:00,22.5,17.5,73,22,24,16.1,100.33,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,20:00:00,21.9,16.9,73,23,15,16.1,100.36,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,21:00:00,21.4,16.2,72,21,13,16.1,100.36,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,22:00:00,20.9,16.4,75,23,13,16.1,100.36,No Precipitation or Fog,,
-79.4,43.63,2020,8,20,23:00:00,20.8,15.8,73,24,15,16.1,100.36,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,00:00:00,20.8,13.8,64,23,15,16.1,100.34,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,01:00:00,20.4,14.3,68,24,13,16.1,100.3,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,02:00:00,20.3,13.9,66,24,13,16.1,100.29,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,03:00:00,20.1,12.5,61,28,9,16.1,100.27,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,04:00:00,20.1,14.3,69,24,13,16.1,100.29,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,05:00:00,19.8,14.6,71,24,15,16.1,100.31,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,06:00:00,20.1,15.2,73,24,17,16.1,100.33,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,07:00:00,20.3,15.6,74,24,13,16.1,100.38,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,08:00:00,21.6,16.4,72,27,11,16.1,100.4,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,09:00:00,20.7,17.7,83,21,13,16.1,100.39,Rain,,
-79.4,43.63,2020,8,21,10:00:00,22.5,18.5,78,21,13,16.1,100.4,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,11:00:00,23.2,19,77,19,15,16.1,100.38,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,12:00:00,23.4,19.7,79,21,11,16.1,100.34,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,13:00:00,24.6,19.6,73,19,15,16.1,100.29,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,14:00:00,24.8,20.1,75,17,15,16.1,100.23,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,15:00:00,25.2,19.3,69,17,5,16.1,100.22,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,16:00:00,25,19.7,72,19,15,16.1,100.16,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,17:00:00,25.1,20.1,73,21,11,16.1,100.15,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,18:00:00,27.4,19,59,24,15,16.1,100.14,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,19:00:00,27.6,17.5,53,29,15,16.1,100.18,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,20:00:00,27.1,17.7,56,31,11,16.1,100.26,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,21:00:00,26.1,19.1,65,31,8,16.1,100.3,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,22:00:00,25.3,19.1,68,29,5,16.1,100.29,No Precipitation or Fog,,
-79.4,43.63,2020,8,21,23:00:00,21.4,18.8,85,,4,16.1,100.28,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,8,22,00:00:00,20.9,19.2,90,15,4,16.1,100.29,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,01:00:00,21.6,20.3,92,18,5,16.1,100.31,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,02:00:00,20.5,19.7,95,16,5,16.1,100.33,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,03:00:00,20.6,19.4,93,,0,16.1,100.36,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,8,22,04:00:00,21,19.5,91,7,9,16.1,100.31,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,05:00:00,21,19.3,90,7,9,16.1,100.34,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,06:00:00,21.1,19.4,90,9,8,16.1,100.36,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,07:00:00,21.9,19.7,87,7,5,14.5,100.42,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,08:00:00,22.7,20.5,87,7,9,16.1,100.44,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,09:00:00,23.4,20.9,86,7,11,16.1,100.43,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,10:00:00,24.7,19.6,73,,4,16.1,100.49,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,8,22,11:00:00,24,20.6,81,13,8,16.1,100.48,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,12:00:00,25.3,20.2,73,11,8,16.1,100.46,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,13:00:00,26,19.2,66,7,11,16.1,100.4,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,14:00:00,25.5,20.9,75,8,15,16.1,100.36,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,15:00:00,25.9,21.1,74,6,13,16.1,100.35,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,16:00:00,25.6,21.7,79,8,15,16.1,100.34,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,17:00:00,25.1,22,83,8,17,16.1,100.34,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,18:00:00,24.5,21.5,83,8,15,16.1,100.35,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,19:00:00,24,21.4,85,7,18,16.1,100.37,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,20:00:00,23.5,21.2,87,8,17,16.1,100.41,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,21:00:00,23.6,20.2,81,8,13,16.1,100.45,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,22:00:00,23.4,20.3,83,6,8,16.1,100.5,No Precipitation or Fog,,
-79.4,43.63,2020,8,22,23:00:00,22.7,19.9,84,,0,16.1,100.51,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,8,23,00:00:00,23.9,19.2,75,36,4,16.1,100.52,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,01:00:00,21.5,19.4,87,,4,16.1,100.52,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,8,23,02:00:00,22,20.7,92,29,4,16.1,100.52,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,03:00:00,21.4,20.1,92,31,4,16.1,100.51,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,04:00:00,22.1,19.5,85,32,5,16.1,100.51,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,05:00:00,20.8,19.5,92,27,8,16.1,100.58,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,06:00:00,20.8,19,89,29,9,16.1,100.62,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,07:00:00,22.7,19.3,81,34,5,16.1,100.64,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,08:00:00,24.2,19.6,75,22,5,16.1,100.64,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,09:00:00,23.6,20.4,82,20,9,16.1,100.69,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,10:00:00,24,19.9,77,21,5,16.1,100.7,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,11:00:00,26,20.3,70,19,5,16.1,100.69,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,12:00:00,26.9,19.8,65,17,9,16.1,100.68,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,13:00:00,28.7,18.9,55,16,13,16.1,100.62,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,14:00:00,29.3,18.7,52,14,11,16.1,100.55,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,15:00:00,29.3,18.1,50,15,13,16.1,100.51,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,16:00:00,28.8,20,58,14,15,16.1,100.46,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,17:00:00,28.1,20.2,62,16,18,16.1,100.42,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,18:00:00,26,21.3,75,21,18,16.1,100.46,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,19:00:00,26.2,19.7,67,25,22,16.1,100.52,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,20:00:00,24.7,19.4,72,30,5,16.1,100.52,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,21:00:00,23,20.6,86,,0,16.1,100.57,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,8,23,22:00:00,23.6,20.6,83,18,4,16.1,100.57,No Precipitation or Fog,,
-79.4,43.63,2020,8,23,23:00:00,23,21.1,89,21,5,16.1,100.59,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,00:00:00,23.1,20.2,84,24,9,16.1,100.6,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,01:00:00,22.9,20.9,88,24,5,16.1,100.58,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,02:00:00,22.5,20.5,88,21,9,16.1,100.56,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,03:00:00,22.8,20.6,87,20,15,16.1,100.56,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,04:00:00,22.5,20.8,90,23,11,16.1,100.54,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,05:00:00,22.2,20.3,89,22,13,16.1,100.53,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,06:00:00,22.4,20.7,90,23,17,16.1,100.55,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,07:00:00,22.9,20.8,88,23,11,16.1,100.54,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,08:00:00,23.4,21,86,22,11,16.1,100.59,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,09:00:00,24,21.7,87,20,15,14.5,100.62,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,10:00:00,24.7,22.2,86,19,13,14.5,100.59,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,11:00:00,25.9,22.4,81,20,15,12.9,100.59,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,12:00:00,27.1,21.5,71,19,13,16.1,100.48,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,13:00:00,27.8,22,70,18,13,16.1,100.39,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,14:00:00,28.2,22.1,69,19,18,16.1,100.32,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,15:00:00,27.1,22.4,75,19,9,16.1,100.26,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,16:00:00,31.6,18.2,44,26,24,16.1,100.21,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,17:00:00,30.1,19.1,51,25,18,16.1,100.17,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,18:00:00,29.8,19.1,52,27,17,16.1,100.13,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,19:00:00,28.3,20.2,61,26,15,16.1,100.15,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,20:00:00,26.3,21.6,75,23,26,16.1,100.21,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,21:00:00,25,22.2,84,22,18,16.1,100.23,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,22:00:00,24.2,22.1,88,23,8,16.1,100.24,No Precipitation or Fog,,
-79.4,43.63,2020,8,24,23:00:00,23.8,22.1,90,22,9,16.1,100.13,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,00:00:00,24,22.1,89,23,13,16.1,100.08,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,01:00:00,25.8,21,74,28,15,16.1,100.06,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,02:00:00,23.4,21,86,23,18,16.1,100.05,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,03:00:00,22.9,21.2,90,22,22,16.1,100.11,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,04:00:00,22.1,20.8,92,25,11,16.1,100.13,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,05:00:00,22.2,20.9,92,25,9,16.1,100.14,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,06:00:00,22.9,19.1,79,28,13,16.1,100.19,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,07:00:00,24,19.7,76,28,21,16.1,100.24,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,08:00:00,24.7,19.6,73,30,22,16.1,100.21,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,09:00:00,25.6,19.4,68,30,18,16.1,100.24,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,10:00:00,25.6,17.6,61,31,17,16.1,100.29,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,11:00:00,26.6,12.1,40,33,28,16.1,100.29,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,12:00:00,27,12.1,39,32,21,16.1,100.31,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,13:00:00,27,12.8,41,35,26,16.1,100.35,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,14:00:00,26.8,13.2,42,34,24,16.1,100.36,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,15:00:00,27,13.4,43,36,21,16.1,100.38,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,16:00:00,26.7,14.4,46,34,18,16.1,100.36,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,17:00:00,26.1,14.9,50,36,15,9.7,100.37,Haze,,
-79.4,43.63,2020,8,25,18:00:00,25.3,15.1,53,32,15,16.1,100.42,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,19:00:00,23.8,14.5,55,32,17,16.1,100.48,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,20:00:00,23,14.7,59,36,18,16.1,100.56,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,21:00:00,22.7,13.9,57,32,15,16.1,100.63,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,22:00:00,21.3,14.8,66,36,13,16.1,100.67,No Precipitation or Fog,,
-79.4,43.63,2020,8,25,23:00:00,20.2,14,67,5,21,16.1,100.71,No Precipitation or Fog,,
-79.4,43.63,2020,8,26,00:00:00,19.4,10.8,57,2,21,16.1,100.8,No Precipitation or Fog,,
-79.4,43.63,2020,8,26,01:00:00,18.6,10.8,60,7,11,16.1,100.8,No Precipitation or Fog,,
-79.4,43.63,2020,8,26,02:00:00,17.7,10.9,64,4,15,16.1,100.82,No Precipitation or Fog,,
-79.4,43.63,2020,8,26,03:00:00,17,11.1,68,5,15,16.1,100.85,No Precipitation or Fog,,
-79.4,43.63,2020,8,26,04:00:00,15.9,10.3,69,5,17,16.1,100.85,No Precipitation or Fog,,
-79.4,43.63,2020,8,26,05:00:00,15.7,8.8,63,2,17,16.1,100.92,No Precipitation or Fog,,
-79.4,43.63,2020,8,26,06:00:00,15.3,8.9,65,5,15,16.1,100.91,No Precipitation or Fog,,
-79.4,43.63,2020,8,26,07:00:00,15.9,9.2,64,5,13,16.1,100.95,No Precipitation or Fog,,
-79.4,43.63,2020,8,26,08:00:00,16.9,10.4,65,8,15,16.1,100.92,No Precipitation or Fog,,
-79.4,43.63,2020,8,26,09:00:00,17.3,11.9,70,9,9,16.1,100.93,No Precipitation or Fog,,
-79.4,43.63,2020,8,26,10:00:00,18,11.6,66,7,17,16.1,100.84,No Precipitation or Fog,,
-79.4,43.63,2020,8,26,11:00:00,18.2,12.7,70,8,13,16.1,100.82,No Precipitation or Fog,,
-79.4,43.63,2020,8,26,12:00:00,19.3,13.4,68,10,5,16.1,100.79,No Precipitation or Fog,,
